imdb_id,N_Theatres,Release Date,Summary,Budget,Opening,Gross_Domestic,Gross_Worldwide,IMDB Rating,Voters,N_Articles,Awards Summary,MPAA,keyword_tag,Production Company,Distributor,Directors,Writers,Stars,tmdb_id
tt0168794,2,"Apr 30, 2000","Interconnected stories examine situations involving the five senses. Touch is represented by a massage therapist who is treating a woman, while her daughter accidentally loses the woman's pre-school daughter in the park. The older daughter...See moreInterconnected stories examine situations involving the five senses. Touch is represented by a massage therapist who is treating a woman, while her daughter accidentally loses the woman's pre-school daughter in the park. The older daughter meets a voyeur (vision), a professional house-cleaner has an acute sense of smell, a cake maker has lost her sense of taste, and an older man is losing his hearing.  Written by
 John Sacksteder 

See less",,"$26,653","$497,091","$515,847",6.7,"3,095",8.0,4 wins & 15 nominations,R,"Comedy, Drama, Music",Alliance Atlantis Communications,Fine Line Features,Jeremy Podeswa,Jeremy Podeswa,"Molly Parker, Gabrielle Rose, Elize Frances Stolk",47585
tt0230783,1,"Feb 9, 2001","Under the influence of signs and premonitions, a man allows himself to veer in and out of a love affair with his colleague.",,"$2,793","$33,842","$33,842",5.9,654,,2 nominations,,Drama,Goatworks Films,Strand Releasing,Jonathan Nossiter,"James Lasdun, Jonathan Nossiter","Stellan Skarsgård, Charlotte Rampling, Deborah Kara Unger",47588
tt0212517,2,"Oct 1, 1999",Two young lovers meet on a series of snowy days in high school.,,,,"$4,020",5.5,624,133.0,2 wins & 1 nomination,R,"Comedy, Romance",Girl & Boy Productions,Artistic License,Adam Marcus,Kipp Marcus,"Kipp Marcus, Bernadette Peters, Alice Dylan",47596
tt1442580,1,"Jun 10, 2010","The story of a seemingly settled bank employee who breaks the shackles of his everyday life and becomes a wanderer between worlds. Frederik is an up-and-coming young bank employee who lives an ordinary life. When a bank customer, whom ...See moreThe story of a seemingly settled bank employee who breaks the shackles of his everyday life and becomes a wanderer between worlds. Frederik is an up-and-coming young bank employee who lives an ordinary life. When a bank customer, whom Frederik has denied a loan in the face of the bank crisis, shoots himself in front of Frederik, he snaps. Together with ex-con Vince,he begins to live out a new, dark side of himself. He robs his rich bank customers' homes and gives the money to the needy. The initial rush of crossing social boundaries soon develops into an addiction to ever greater thrills.  Written by
 American Film Market

See less",,,,"$17,286,025",6.7,819,6.0,3 wins & 6 nominations,,"Crime, Drama",Frisbeefilms,Telepool,Maximilian Erlenwein,Maximilian Erlenwein,"Fabian Hinrichs, Jürgen Vogel, Nora Waldstätten",47610
tt2317744,1,"Oct 30, 2012",A timid young boy named Sam befriends a brave polar bear named Bernard who teaches him that the best way to overcome his fears is by laughing at them.,"$5,900,000",,,"$618,400",4.1,158,,,PG,"Animation, Adventure, Comedy",BRB Internacional S.A.,Phase 4 Films,Aaron Lim,Aaron Lim,Stephen Hudges,47649
tt1129412,2,"Sep 11, 2010","Eighteen years after a mass murder, John Bennett escapes captivity, and returns to his childhood house, where a group of unsuspecting college psychology majors are studying his psyche by staying in the house for a few nights.","$2,000,000","$3,926","$10,024","$10,024",3.3,708,16.0,,Not Rated,"Horror, Thriller",Redwire Pictures,William Morris Endeavor (WME) Entertainment,Michael W. Watkins,Brad Tiemann,"Jason Thompson, Silas Weir Mitchell, Erin Reese",47654
tt0275468,3,"Nov 9, 2002","Billy Byrne is going to be the Next Big Thing - the next pop idol, the next art scandal, the next screen dream. Doors and worlds of possibility open up. Then it all goes wrong. The world doesn't care about his style, his voice, his thing.",,,,"$3,639",5.7,899,49.0,1 win,R,"Drama, Mystery, Thriller",Venom Productions Limited,HanWay Films,Stephen Norrington,Stephen Norrington,"Max Beesley, Emily Corrie, Tom Bell",47657
tt0282718,1,"Apr 30, 2003","4 women fast from men for 100 days. No talking to, no touching of, no flirting with, and above all: no sex with men. When $1 million is offered to the first man who can break the fast, all hell breaks loose.",,"$4,042","$11,480","$11,480",3.5,257,21.0,1 win,R,"Comedy, Romance",Kali Films,Maverick Entertainment Group,Tara Judelle,"Tara Judelle, David Garber, Joey Merholz","Lala Sloatman, Jeremy Sisto, Klea Scott",47660
tt0427086,3,2004,"Laura and Alan fall in love, but have to deal with the strange death of Alan's wife and with a rival, Lilith, who wants to break their relationship. At the same time, a narrator gives lessons on how to make a love story movie, exposing all...See moreLaura and Alan fall in love, but have to deal with the strange death of Alan's wife and with a rival, Lilith, who wants to break their relationship. At the same time, a narrator gives lessons on how to make a love story movie, exposing all clichés on that kind of film.  Written by
 lukejoplin@infolink.com.br

See less",,,,"$2,748",5.9,142,,1 win & 1 nomination,,"Comedy, Romance",Super Filmes,Baditri,José Roberto Torero,"Luiz Moura, José Roberto Torero","André Abujamra, Denise Fraga, Cássio Gabus Mendes",47672
tt0119019,7,"Jun 20, 1997","Terry is a suicidal voyeur who treats a dying addict to a final binge, but Terry will only do this if he promises to kill him.","$1,000,000","$31,777","$543,708","$543,708",6.9,"1,803",1.0,,R,"Comedy, Drama",3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,"Finn Taylor, Jeffrey D. Brown","David Arquette, Brad Hunt, Cathy Moriarty",47686
tt0093267,,"Nov 6, 1992","Federico Fellini accepts the request of a television crew to be interviewed about his career, narrating memories, dreams, realities and fantasies.",,,"$138,608","$138,608",7.0,"2,804",76.0,3 wins & 10 nominations,,"Comedy, Drama, Fantasy",Aljosha,Istituto Luce Cinecittà,Federico Fellini,"Federico Fellini, Gianfranco Angelucci","Sergio Rubini, Antonella Ponziani, Maurizio Mein",47715
tt3727662,8,"Dec 25, 2014","A physician who initiates a relationship with the carpenter renovating her apartment decides to go on a vacation with him, but their respective children and her parents get in the way.",,,,"$18,942",5.3,"1,536",10.0,1 win,,Comedy,AB Svensk Filmindustri,Svensk Filmindustri (SF),Staffan Lindberg,"Santiago Gil, Jimmy Lagnefors, Staffan Lindberg","Izabella Scorupco, David Hellenius, Suzanne Reuter",309875
tt2482856,252,"Jul 9, 2019","The pastor of a landmark church is the sole hold-out in a Philadelphia neighborhood earmarked for gentrification. But soon, the spirits of congregational members past begin to make their displeasure known. Who are the righteous among them?","$1,000,000","$272,412","$772,000","$772,000",2.8,181,8.0,,PG-13,"Horror, Thriller",Hard Floor Entertainment,Blood Sweat Honey,Dom Frank,Dom Frank,"Clint Howard, Bill Moseley, Lisa Wilcox",309885
tt2090629,45,"Mar 10, 2015",A terrifying supernatural thriller in which a group of college friends on a road trip find themselves fighting off dark forces at a remote farmhouse after a chance encounter with a strange little girl.,"$860,000",,,"$7,295",3.5,"1,774",27.0,,Not Rated,"Horror, Thriller",Safady Entertainment,Highland Film Group (HFG),Rustam Branaman,Rustam Branaman,"Jeremy Sumpter, Elizabeth Di Prinzio, Brett Davern",309889
tt1444261,39,"Feb 18, 2010","Mahmut, the son of a poor Turkish greengrocer in the Netherlands, dreams of escaping his retail fate by becoming a rapper. But things change radically when he and his best friend Apo find out that a dangerous Turkish gang is extorting ...See moreMahmut, the son of a poor Turkish greengrocer in the Netherlands, dreams of escaping his retail fate by becoming a rapper. But things change radically when he and his best friend Apo find out that a dangerous Turkish gang is extorting money from their fathers. With the help of the police they go undercover within that gang - but can these two aspiring rappers succeed?  Written by
 Holland Film

See less",,,,"$1,441,099",4.2,604,,1 win,,"Comedy, Crime",Dutch Mountain Movies,Holland Film,Paul Ruven,"Paul Ruven, Orhan Sahin","Georgina Verbaan, Jack Wouterse, Jeroen van Koningsbrugge",47746
tt0965429,51,"Jun 18, 2010","1905, the cinematograph has reached Southern Italy, and casts fear among the people to whom it seems a devilish trick. They call it ""o 'imbroglie din t'o lenzuolo"" - ""The Trick in the Sheet"", as white sheets were used for screening.","€8,000,000",,,"$492,068",4.8,145,,,,"Comedy, Romance",Seven Dreams Production,Cinemax,Alfonso Arau,"Giovanna Cucinotta, Francesco Costa, Maria Grazia Cucinotta","Miguel Ángel Silvestre, Maria Grazia Cucinotta, Geraldine Chaplin",47752
tt0102849,"1,039","Feb 22, 1991","On their 16th anniversary, a married couple's trip to a Beverly Hills mall becomes the stage for personal revelations and deceptions.","$3,000,000","$3,825,068","$9,563,393","$9,563,393",5.4,"4,986",6.0,,R,Comedy,Touchstone Pictures,Buena Vista Pictures,Paul Mazursky,"Roger L. Simon, Paul Mazursky","Bette Midler, Woody Allen, Bill Irwin",47762
tt1669165,85,"Jun 3, 2010","Kasyah (Farid Kamil) is a troublemaker in high school but things change when he meets Ayu (Lisa Surihani) and she accepts him. However, Kasyah has to go to a village to complete his thesis which forces him to part with Ayu. She then meets ...See moreKasyah (Farid Kamil) is a troublemaker in high school but things change when he meets Ayu (Lisa Surihani) and she accepts him. However, Kasyah has to go to a village to complete his thesis which forces him to part with Ayu. She then meets her ex-lover Azmi (Que Haidar) who pursues her. ""Lagenda Budak Setan"" is adapted from the popular 1985 Ahadiat Akashah novel of the same name.
See less","RM1,360,000",,,"$356,007",6.3,103,1.0,2 wins & 2 nominations,,"Drama, Romance",Astro Shaw,Golden Village Pictures,Sharad Sharan,Ahadiat Akashah,"Farid Kamil, Lisa Surihani, Que Haidar",47779
